example_idx,age,work_class,education,education_num,marital_status,occupation,role_in_family,capital_gain,work_hours_per_week,gender,race,true_label,ans_1,ans_2,ans_3,ans_4,ans_5,ans_6,ans_7,ans_8,ans_9,ans_10,ans_11,worker_id_1,worker_id_2,worker_id_3,worker_id_4,worker_id_5,worker_id_6,worker_id_7,worker_id_8,worker_id_9,worker_id_10,worker_id_11
1806,38,Private,High-school-grad,9,Civilian spouse,Craft-repair,Husband,0,41,Male,White,-1,1,3,2,2,3,2,3,2,2,3,2,worker_122,worker_609,worker_640,worker_237,worker_319,worker_328,worker_40,worker_36,worker_423,worker_608,worker_76
1807,20,Private,Some-college,10,Never-married,Sales,Not-in-family,0,35,Male,White,-1,4,1,2,2,2,2,1,1,1,1,3,worker_44,worker_518,worker_253,worker_640,worker_96,worker_355,worker_134,worker_571,worker_556,worker_387,worker_501
1808,43,Private,High-school-grad,9,Never-married,Other-service,Not-in-family,0,96,Female,Black,-1,4,3,2,2,4,2,1,3,4,2,3,worker_17,worker_402,worker_99,worker_331,worker_72,worker_248,worker_468,worker_151,worker_640,worker_183,worker_455
1809,28,Private,High-school-grad,9,Civilian spouse,Machine-op-inspct,Husband,2580,40,Male,White,-1,2,3,3,1,3,2,2,2,4,3,2,worker_69,worker_421,worker_179,worker_63,worker_563,worker_640,worker_494,worker_645,worker_291,worker_571,worker_398
1810,20,Private,High-school-grad,9,Never-married,Sales,Child,0,35,Female,White,-1,2,3,1,1,2,1,3,1,1,1,1,worker_292,worker_192,worker_321,worker_405,worker_253,worker_640,worker_96,worker_571,worker_269,worker_384,worker_290
1811,30,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,0,65,Male,White,-1,2,4,3,3,3,1,2,3,2,3,3,worker_239,worker_185,worker_515,worker_491,worker_289,worker_577,worker_180,worker_421,worker_299,worker_640,worker_24
1812,29,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,0,45,Female,White,-1,4,4,4,4,4,3,4,3,2,4,2,worker_176,worker_233,worker_479,worker_292,worker_420,worker_181,worker_130,worker_640,worker_571,worker_96,worker_253
1813,55,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,0,73,Female,White,-1,2,2,3,4,4,2,4,4,2,4,3,worker_295,worker_485,worker_551,worker_640,worker_169,worker_91,worker_429,worker_601,worker_411,worker_549,worker_522
1814,21,Private,High-school-grad,9,Never-married,Machine-op-inspct,Child,0,40,Male,White,-1,2,1,3,2,2,2,1,2,3,3,2,worker_96,worker_571,worker_519,worker_253,worker_348,worker_377,worker_640,worker_641,worker_524,worker_66,worker_309
1815,21,Private,Some-college,10,Never-married,Sales,Child,0,16,Female,White,-1,2,1,3,2,1,4,3,1,1,1,2,worker_571,worker_206,worker_180,worker_45,worker_96,worker_291,worker_287,worker_262,worker_87,worker_640,worker_442
1816,36,Local-gov,Bachelors,13,Divorced,Adm-clerical,Unmarried,0,35,Female,White,-1,3,3,3,2,3,1,3,4,3,3,4,worker_23,worker_174,worker_264,worker_51,worker_93,worker_370,worker_146,worker_291,worker_302,worker_640,worker_498
1817,27,Private,Some-college,10,Never-married,Other-service,Not-in-family,0,40,Male,White,-1,2,3,1,2,2,2,3,2,2,2,2,worker_161,worker_421,worker_443,worker_571,worker_220,worker_160,worker_489,worker_640,worker_292,worker_416,worker_7
1818,47,Self-employed (not inc.),High-school-grad,9,Widowed,Exec-managerial,Not-in-family,0,30,Female,White,-1,2,2,3,3,3,3,2,2,1,1,1,worker_638,worker_83,worker_336,worker_143,worker_623,worker_240,worker_415,worker_142,worker_344,worker_214,worker_640
1819,33,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,0,40,Female,White,-1,2,3,3,2,2,3,3,2,4,3,2,worker_286,worker_379,worker_45,worker_292,worker_571,worker_463,worker_442,worker_65,worker_291,worker_314,worker_640
1820,56,Private,High-school,7,Divorced,Machine-op-inspct,Not-in-family,0,40,Female,White,-1,1,3,2,3,2,4,2,2,4,1,2,worker_571,worker_206,worker_180,worker_45,worker_96,worker_291,worker_287,worker_262,worker_87,worker_640,worker_442
1821,41,Self-employed (not inc.),Bachelors,13,Divorced,Exec-managerial,Not-in-family,0,40,Female,White,-1,3,3,3,1,3,4,4,4,2,3,4,worker_44,worker_640,worker_642,worker_571,worker_100,worker_500,worker_253,worker_149,worker_611,worker_292,worker_233
1822,21,Self-employed (not inc.),High-school-grad,9,Never-married,Farming-fishing,Child,0,25,Male,White,-1,1,1,2,4,1,1,2,2,1,2,1,worker_479,worker_592,worker_542,worker_256,worker_640,worker_316,worker_253,worker_563,worker_646,worker_96,worker_175
1823,32,Private,High-school-grad,9,Civilian spouse,Craft-repair,Husband,0,40,Male,White,-1,3,3,2,3,1,2,3,2,3,4,3,worker_243,worker_646,worker_169,worker_253,worker_640,worker_563,worker_5,worker_432,worker_1,worker_106,worker_216
1824,37,Private,Bachelors,13,Civilian spouse,Farming-fishing,Husband,0,50,Male,White,-1,2,2,4,2,4,3,2,3,3,3,3,worker_585,worker_383,worker_590,worker_455,worker_169,worker_401,worker_390,worker_381,worker_586,worker_640,worker_550
1825,39,Self-employed (not inc.),High-school-grad,9,Never-married,Craft-repair,Child,0,20,Female,Black,-1,2,2,1,3,1,1,1,2,2,2,3,worker_456,worker_188,worker_640,worker_45,worker_549,worker_103,worker_236,worker_455,worker_653,worker_241,worker_421
1826,44,Private,High-school-grad,9,Civilian spouse,Machine-op-inspct,Husband,0,45,Male,White,-1,2,3,1,2,2,2,3,2,3,2,2,worker_482,worker_589,worker_119,worker_114,worker_469,worker_640,worker_50,worker_389,worker_317,worker_60,worker_78
1827,33,Private,Some-college,10,Widowed,Adm-clerical,Unmarried,0,40,Female,White,-1,2,3,2,3,3,3,1,3,3,2,1,worker_5,worker_294,worker_136,worker_80,worker_533,worker_224,worker_184,worker_444,worker_318,worker_272,worker_270
1828,53,Private,High-school-grad,9,Divorced,Adm-clerical,Not-in-family,0,45,Female,White,-1,2,2,2,2,3,2,3,2,4,3,3,worker_563,worker_335,worker_637,worker_640,worker_359,worker_338,worker_58,worker_516,worker_253,worker_646,worker_564
1829,49,Private,High-school-grad,9,Divorced,Adm-clerical,Other-relative,0,40,Female,White,-1,2,3,2,1,2,1,1,1,3,4,1,worker_436,worker_603,worker_470,worker_341,worker_18,worker_136,worker_588,worker_640,worker_612,worker_229,worker_571
1830,19,Private,High-school-grad,9,Never-married,Transport-moving,Child,0,35,Male,White,-1,2,1,3,3,1,2,2,1,1,1,1,worker_638,worker_83,worker_336,worker_143,worker_623,worker_240,worker_415,worker_142,worker_344,worker_214,worker_640
1831,64,Private,Assoc-voc,11,Civilian spouse,Craft-repair,Husband,0,48,Male,White,-1,1,2,4,4,3,3,4,3,2,4,1,worker_135,worker_560,worker_175,worker_228,worker_250,worker_242,worker_636,worker_640,worker_167,worker_604,worker_211
1832,39,Private,Some-college,10,Civilian spouse,Machine-op-inspct,Husband,0,40,Male,White,-1,3,2,3,3,4,3,2,3,2,4,2,worker_633,worker_55,worker_71,worker_286,worker_173,worker_635,worker_640,worker_126,worker_172,worker_382,worker_557
1833,24,Private,High-school-grad,9,Never-married,Craft-repair,Not-in-family,0,50,Male,White,-1,2,3,3,2,3,1,2,2,4,2,2,worker_69,worker_421,worker_179,worker_63,worker_563,worker_640,worker_494,worker_645,worker_291,worker_571,worker_398
1834,23,Private,High-school-grad,9,Never-married,Machine-op-inspct,Child,0,16,Female,White,-1,2,4,1,2,2,1,1,3,3,1,2,worker_599,worker_301,worker_640,worker_546,worker_253,worker_316,worker_646,worker_649,worker_400,worker_479,worker_611
1835,28,Local-gov,Some-college,10,Never-married,Adm-clerical,Child,0,16,Female,White,-1,2,3,2,1,1,3,1,2,3,3,1,worker_633,worker_55,worker_71,worker_286,worker_173,worker_635,worker_640,worker_126,worker_172,worker_382,worker_557
1836,33,Private,High-school,7,Civilian spouse,Craft-repair,Husband,0,49,Male,White,-1,2,3,1,2,3,4,3,2,2,3,2,worker_640,worker_597,worker_280,worker_292,worker_571,worker_237,worker_395,worker_168,worker_542,worker_351,worker_409
1837,60,Private,Assoc-voc,11,Divorced,Other-service,Not-in-family,0,20,Male,White,-1,2,3,2,2,2,1,1,2,4,2,4,worker_169,worker_459,worker_569,worker_253,worker_600,worker_640,worker_173,worker_462,worker_407,worker_430,worker_625
1838,26,Private,High-school-grad,9,Never-married,Other-service,Child,0,40,Female,White,-1,2,1,1,2,3,2,1,2,1,1,1,worker_253,worker_136,worker_511,worker_38,worker_412,worker_304,worker_446,worker_320,worker_571,worker_640,worker_139
1839,58,Private,High-school,8,Civilian spouse,Other-service,Wife,0,24,Female,White,-1,2,1,1,3,3,2,1,1,1,3,1,worker_563,worker_479,worker_209,worker_89,worker_379,worker_202,worker_571,worker_22,worker_623,worker_291,worker_640
1840,54,Private,Some-college,10,Civilian spouse,Exec-managerial,Husband,0,44,Male,White,-1,2,4,3,2,4,4,3,4,3,4,4,worker_624,worker_577,worker_148,worker_640,worker_218,worker_79,worker_41,worker_558,worker_304,worker_614,worker_421
1841,47,Private,High-school-grad,9,Civilian spouse,Craft-repair,Husband,0,40,Male,White,-1,2,3,3,3,2,2,3,2,3,3,2,worker_182,worker_373,worker_357,worker_449,worker_640,worker_455,worker_204,worker_190,worker_3,worker_70,worker_132
1842,24,Private,Some-college,10,Civilian spouse,Craft-repair,Husband,0,60,Male,White,-1,3,2,3,3,3,3,3,3,3,4,3,worker_571,worker_397,worker_352,worker_379,worker_365,worker_312,worker_510,worker_640,worker_121,worker_637,worker_291
1843,36,Private,High-school-grad,9,Married-spouse-absent,Other-service,Not-in-family,0,40,Male,Black,-1,2,3,3,2,3,2,2,3,3,2,3,worker_295,worker_485,worker_551,worker_640,worker_169,worker_91,worker_429,worker_601,worker_411,worker_549,worker_522
1844,54,Private,High-school-grad,9,Civilian spouse,Prof-specialty,Husband,0,40,Male,White,-1,2,3,4,2,4,3,3,3,1,3,2,worker_596,worker_479,worker_381,worker_245,worker_253,worker_448,worker_640,worker_574,worker_496,worker_646,worker_477
1845,34,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,0,40,Female,White,-1,2,4,1,2,2,2,2,3,2,2,3,worker_640,worker_597,worker_280,worker_292,worker_571,worker_237,worker_395,worker_168,worker_542,worker_351,worker_409
1846,38,Private,Some-college,10,Widowed,Other-service,Other-relative,0,45,Female,Black,-1,2,3,2,3,2,2,2,1,3,3,2,worker_97,worker_162,worker_565,worker_178,worker_640,worker_471,worker_386,worker_571,worker_510,worker_648,worker_559
1847,38,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,0,40,Male,Black,-1,2,3,2,2,4,1,2,2,2,3,1,worker_596,worker_479,worker_381,worker_245,worker_253,worker_448,worker_640,worker_574,worker_496,worker_646,worker_477
1848,45,Self-employed (not inc.),High-school-grad,9,Civilian spouse,Transport-moving,Husband,0,80,Male,White,-1,2,1,3,4,3,3,2,2,3,3,3,worker_36,worker_453,worker_379,worker_291,worker_34,worker_44,worker_563,worker_435,worker_239,worker_62,worker_571
1849,57,Private,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,0,35,Female,White,-1,2,1,2,3,1,3,1,4,4,3,3,worker_150,worker_96,worker_292,worker_208,worker_637,worker_611,worker_571,worker_346,worker_253,worker_640,worker_103
1850,39,Private,Prim-middle-school,1,Never-married,Other-service,Not-in-family,0,12,Female,White,-1,2,1,2,1,2,1,2,2,3,2,2,worker_624,worker_577,worker_148,worker_640,worker_218,worker_79,worker_41,worker_558,worker_304,worker_614,worker_421
1851,34,Private,High-school-grad,9,Civilian spouse,Transport-moving,Husband,0,40,Male,White,-1,2,2,2,4,3,3,3,2,2,1,2,worker_571,worker_206,worker_180,worker_45,worker_96,worker_291,worker_287,worker_262,worker_87,worker_640,worker_442
1852,29,Federal-gov,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,0,40,Female,White,-1,2,2,3,2,2,2,3,3,2,3,4,worker_640,worker_484,worker_230,worker_255,worker_286,worker_654,worker_28,worker_48,worker_445,worker_382,worker_313
1853,36,Private,High-school-grad,9,Civilian spouse,Other-service,Husband,0,40,Male,White,-1,4,2,2,1,2,2,2,3,3,4,3,worker_419,worker_284,worker_316,worker_640,worker_88,worker_185,worker_293,worker_109,worker_598,worker_602,worker_421
1854,24,Local-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,40,Female,Black,-1,2,3,3,2,1,2,2,3,2,3,3,worker_633,worker_55,worker_71,worker_286,worker_173,worker_635,worker_640,worker_126,worker_172,worker_382,worker_557
1855,65,Private,High-school-grad,9,Civilian spouse,Tech-support,Husband,0,40,Male,White,-1,2,4,3,4,3,3,3,2,3,3,4,worker_55,worker_602,worker_267,worker_59,worker_11,worker_639,worker_582,worker_640,worker_171,worker_353,worker_555
1856,62,Self-employed (inc.),Assoc-voc,11,Civilian spouse,Exec-managerial,Husband,3137,40,Male,White,-1,3,2,3,4,4,3,3,1,4,4,4,worker_456,worker_188,worker_640,worker_45,worker_549,worker_103,worker_236,worker_455,worker_653,worker_241,worker_421
1857,55,Private,High-school-grad,9,Civilian spouse,Other-service,Husband,0,40,Male,Black,-1,3,2,2,4,2,3,3,2,2,2,3,worker_152,worker_264,worker_231,worker_99,worker_286,worker_156,worker_463,worker_640,worker_549,worker_55,worker_631
1858,42,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,0,40,Male,White,-1,4,4,4,3,2,3,4,3,3,3,4,worker_23,worker_174,worker_264,worker_51,worker_93,worker_370,worker_146,worker_291,worker_302,worker_640,worker_498
1859,25,Local-gov,Bachelors,13,Never-married,Prof-specialty,Child,0,35,Male,White,-1,2,3,4,3,2,2,2,2,1,2,2,worker_268,worker_640,worker_96,worker_322,worker_285,worker_324,worker_136,worker_216,worker_25,worker_334,worker_102
1860,20,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,0,47,Male,Black,-1,2,2,3,1,1,2,2,3,1,3,4,worker_44,worker_640,worker_642,worker_571,worker_100,worker_500,worker_253,worker_149,worker_611,worker_292,worker_233
1861,36,Private,Bachelors,13,Civilian spouse,Exec-managerial,Husband,5013,50,Male,White,-1,3,4,4,4,4,4,2,3,2,4,3,worker_443,worker_640,worker_421,worker_571,worker_630,worker_213,worker_575,worker_333,worker_282,worker_232,worker_473
1862,35,Private,High-school-grad,9,Civilian spouse,Handlers-cleaners,Husband,0,40,Male,White,-1,3,1,2,2,2,2,2,2,1,3,3,worker_646,worker_270,worker_495,worker_169,worker_486,worker_82,worker_409,worker_479,worker_640,worker_253,worker_563
1863,23,Private,High-school-grad,9,Never-married,Sales,Unmarried,0,48,Female,White,-1,1,2,1,1,2,3,1,2,1,3,1,worker_537,worker_169,worker_628,worker_646,worker_349,worker_483,worker_640,worker_254,worker_532,worker_363,worker_154
1864,32,Private,High-school,8,Divorced,Protective-serv,Child,0,54,Male,White,-1,1,1,3,3,2,4,3,2,2,2,1,worker_135,worker_560,worker_175,worker_228,worker_250,worker_242,worker_636,worker_640,worker_167,worker_604,worker_211
1865,32,Private,Some-college,10,Never-married,Machine-op-inspct,Other-relative,0,40,Female,White,-1,2,2,2,2,3,2,1,3,3,2,2,worker_268,worker_640,worker_96,worker_322,worker_285,worker_324,worker_136,worker_216,worker_25,worker_334,worker_102
1866,44,Private,Bachelors,13,Civilian spouse,Sales,Husband,0,45,Male,White,-1,3,4,4,4,3,3,4,3,3,3,3,worker_530,worker_101,worker_223,worker_221,worker_45,worker_158,worker_342,worker_492,worker_615,worker_49,worker_96
1867,42,Private,High-school-grad,9,Divorced,Craft-repair,Other-relative,0,40,Female,White,-1,1,2,4,2,2,2,2,2,2,2,3,worker_133,worker_640,worker_431,worker_227,worker_112,worker_362,worker_481,worker_423,worker_169,worker_55,worker_46
1868,62,Self-employed (not inc.),High-school-grad,9,Civilian spouse,Transport-moving,Husband,0,30,Male,White,-1,2,3,2,2,4,1,3,1,3,2,2,worker_599,worker_301,worker_640,worker_546,worker_253,worker_316,worker_646,worker_649,worker_400,worker_479,worker_611
1869,26,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,0,40,Female,White,-1,2,4,3,4,3,3,3,2,2,2,2,worker_122,worker_609,worker_640,worker_237,worker_319,worker_328,worker_40,worker_36,worker_423,worker_608,worker_76
1870,34,Local-gov,Assoc-acdm,12,Civilian spouse,Other-service,Husband,0,80,Male,White,-1,4,4,3,4,4,3,4,3,2,2,4,worker_640,worker_651,worker_534,worker_96,worker_253,worker_639,worker_219,worker_571,worker_292,worker_210,worker_479
1871,25,Private,Some-college,10,Divorced,Other-service,Not-in-family,0,20,Female,White,-1,2,3,1,2,2,1,2,1,3,1,1,worker_253,worker_52,worker_326,worker_111,worker_618,worker_104,worker_329,worker_646,worker_421,worker_43,worker_640
1872,31,Private,High-school-grad,9,Never-married,Tech-support,Not-in-family,0,40,Female,White,-1,2,2,1,3,3,2,4,2,3,1,2,worker_434,worker_640,worker_103,worker_417,worker_536,worker_281,worker_622,worker_165,worker_378,worker_173,worker_55
1873,28,Private,High-school-grad,9,Civilian spouse,Transport-moving,Husband,0,50,Male,White,-1,1,2,3,4,2,2,4,2,2,2,3,worker_640,worker_651,worker_534,worker_96,worker_253,worker_639,worker_219,worker_571,worker_292,worker_210,worker_479
1874,32,Private,Assoc-acdm,12,Divorced,Machine-op-inspct,Not-in-family,0,50,Female,White,-1,4,2,3,2,4,2,2,3,4,3,3,worker_96,worker_571,worker_519,worker_253,worker_348,worker_377,worker_640,worker_641,worker_524,worker_66,worker_309
1875,45,Private,High-school-grad,9,Civilian spouse,Adm-clerical,Husband,0,7,Male,White,-1,1,3,1,4,1,2,4,3,2,2,1,worker_323,worker_106,worker_128,worker_393,worker_591,worker_292,worker_330,worker_400,worker_178,worker_374,worker_640
1876,17,Private,High-school,8,Never-married,Other-service,Other-relative,0,20,Male,White,-1,1,1,2,2,2,1,1,1,1,1,1,worker_436,worker_603,worker_470,worker_341,worker_18,worker_136,worker_588,worker_640,worker_612,worker_229,worker_571
1877,36,Local-gov,High-school,5,Civilian spouse,Craft-repair,Husband,0,25,Male,White,-1,2,3,2,3,1,1,2,1,2,3,1,worker_266,worker_253,worker_306,worker_131,worker_640,worker_243,worker_646,worker_367,worker_570,worker_421,worker_479
1878,23,Private,Some-college,10,Never-married,Exec-managerial,Child,0,30,Male,White,-1,3,2,2,4,2,4,2,1,1,4,3,worker_252,worker_160,worker_480,worker_647,worker_289,worker_525,worker_561,worker_640,worker_375,worker_426,worker_115
1879,47,Self-employed (not inc.),Bachelors,13,Civilian spouse,Sales,Husband,0,40,Male,White,-1,4,4,3,2,3,2,4,3,3,3,3,worker_253,worker_136,worker_511,worker_38,worker_412,worker_304,worker_446,worker_320,worker_571,worker_640,worker_139
1880,36,Self-employed (not inc.),High-school-grad,9,Civilian spouse,Sales,Husband,0,30,Male,White,-1,2,4,3,1,2,2,1,4,3,2,3,worker_624,worker_577,worker_148,worker_640,worker_218,worker_79,worker_41,worker_558,worker_304,worker_614,worker_421
1881,22,Private,High-school-grad,9,Divorced,Machine-op-inspct,Child,0,40,Female,White,-1,1,3,2,3,3,1,3,2,2,1,2,worker_122,worker_609,worker_640,worker_237,worker_319,worker_328,worker_40,worker_36,worker_423,worker_608,worker_76
1882,47,Self-employed (not inc.),High-school-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,0,40,Male,White,-1,3,4,4,1,3,1,3,2,4,2,2,worker_138,worker_256,worker_253,worker_8,worker_70,worker_640,worker_619,worker_277,worker_458,worker_571,worker_358
1883,57,Private,High-school,5,Never-married,Craft-repair,Not-in-family,0,35,Male,White,-1,2,4,2,2,4,2,3,2,3,2,3,worker_599,worker_301,worker_640,worker_546,worker_253,worker_316,worker_646,worker_649,worker_400,worker_479,worker_611
1884,54,Private,High-school-grad,9,Civilian spouse,Transport-moving,Husband,0,40,Male,Black,-1,1,2,1,3,2,3,3,2,3,3,3,worker_385,worker_362,worker_370,worker_499,worker_257,worker_35,worker_541,worker_640,worker_214,worker_538,worker_197
1885,63,Private,High-school-grad,9,Never-married,Exec-managerial,Child,0,40,Female,White,-1,3,3,2,1,3,3,2,3,2,3,3,worker_122,worker_609,worker_640,worker_237,worker_319,worker_328,worker_40,worker_36,worker_423,worker_608,worker_76
1886,27,Federal-gov,High-school-grad,9,Separated,Exec-managerial,Unmarried,0,40,Female,Black,-1,3,1,2,1,2,2,3,3,1,1,2,worker_169,worker_427,worker_508,worker_447,worker_180,worker_191,worker_35,worker_572,worker_476,worker_640,worker_340
1887,30,Private,High-school-grad,9,Never-married,Handlers-cleaners,Unmarried,0,40,Female,White,-1,4,2,2,1,3,1,1,2,3,3,2,worker_593,worker_424,worker_504,worker_185,worker_74,worker_640,worker_577,worker_562,worker_103,worker_247,worker_169
1888,23,Private,Some-college,10,Never-married,Other-service,Unmarried,0,25,Female,White,-1,2,2,2,1,1,2,2,2,2,2,1,worker_441,worker_55,worker_61,worker_488,worker_173,worker_165,worker_13,worker_640,worker_507,worker_275,worker_308
1889,25,State-gov,Some-college,10,Civilian spouse,Protective-serv,Husband,0,40,Male,White,-1,2,3,2,3,2,2,3,2,2,2,3,worker_150,worker_96,worker_292,worker_208,worker_637,worker_611,worker_571,worker_346,worker_253,worker_640,worker_103
1890,45,Private,High-school-grad,9,Divorced,Transport-moving,Not-in-family,0,40,Male,White,-1,1,2,3,2,4,2,2,2,2,2,2,worker_640,worker_651,worker_534,worker_96,worker_253,worker_639,worker_219,worker_571,worker_292,worker_210,worker_479
1891,37,Private,Some-college,10,Civilian spouse,Adm-clerical,Husband,0,50,Male,White,-1,3,3,2,2,4,2,1,2,2,2,2,worker_44,worker_518,worker_253,worker_640,worker_96,worker_355,worker_134,worker_571,worker_556,worker_387,worker_501
1892,32,Private,High-school-grad,9,Civilian spouse,Craft-repair,Husband,0,40,Male,White,-1,2,1,2,2,3,1,3,4,3,1,3,worker_23,worker_174,worker_264,worker_51,worker_93,worker_370,worker_146,worker_291,worker_302,worker_640,worker_498
1893,26,Private,High-school-grad,9,Never-married,Other-service,Unmarried,0,40,Male,White,-1,4,2,2,1,2,1,2,2,1,4,3,worker_419,worker_284,worker_316,worker_640,worker_88,worker_185,worker_293,worker_109,worker_598,worker_602,worker_421
1894,47,Private,High-school-grad,9,Civilian spouse,Prof-specialty,Husband,0,50,Male,White,-1,2,4,3,3,2,2,1,4,3,3,3,worker_40,worker_616,worker_439,worker_129,worker_613,worker_164,worker_337,worker_289,worker_81,worker_500,worker_640
1895,26,Self-employed (inc.),High-school-grad,9,Civilian spouse,Exec-managerial,Husband,0,60,Male,White,-1,4,2,2,3,2,3,3,4,3,4,3,worker_456,worker_188,worker_640,worker_45,worker_549,worker_103,worker_236,worker_455,worker_653,worker_241,worker_421
1896,40,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,0,40,Male,White,-1,3,3,3,4,2,3,2,2,3,2,4,worker_537,worker_169,worker_628,worker_646,worker_349,worker_483,worker_640,worker_254,worker_532,worker_363,worker_154
1897,25,Private,High-school,6,Civilian spouse,Other-service,Wife,0,40,Female,White,-1,3,2,2,1,1,2,1,1,4,2,1,worker_466,worker_455,worker_234,worker_547,worker_125,worker_157,worker_640,worker_296,worker_194,worker_421,worker_217
1898,29,Self-employed (not inc.),High-school-grad,9,Civilian spouse,Other-service,Wife,0,30,Female,White,-1,2,1,2,1,1,3,1,3,2,4,2,worker_39,worker_187,worker_103,worker_503,worker_640,worker_291,worker_571,worker_421,worker_230,worker_45,worker_216
1899,28,Private,High-school,5,Civilian spouse,Machine-op-inspct,Wife,0,40,Female,White,-1,2,3,2,4,2,4,1,3,1,2,2,worker_235,worker_520,worker_169,worker_479,worker_563,worker_333,worker_640,worker_399,worker_646,worker_421,worker_56
1900,32,Private,High-school-grad,9,Never-married,Other-service,Child,0,35,Female,White,-1,1,3,3,2,2,1,2,3,2,1,4,worker_239,worker_185,worker_515,worker_491,worker_289,worker_577,worker_180,worker_421,worker_299,worker_640,worker_24
1901,19,Private,High-school-grad,9,Never-married,Transport-moving,Child,0,35,Male,White,-1,1,4,1,2,2,2,1,1,2,2,2,worker_315,worker_258,worker_191,worker_145,worker_521,worker_259,worker_327,worker_238,worker_23,worker_640,worker_472
1902,48,Private,High-school-grad,9,Civilian spouse,Tech-support,Husband,0,48,Male,Black,-1,2,3,2,2,2,1,3,2,2,4,2,worker_161,worker_421,worker_443,worker_571,worker_220,worker_160,worker_489,worker_640,worker_292,worker_416,worker_7
1903,31,Private,High-school,6,Divorced,Machine-op-inspct,Not-in-family,0,40,Male,White,-1,1,2,3,3,3,2,3,4,1,2,3,worker_133,worker_640,worker_431,worker_227,worker_112,worker_362,worker_481,worker_423,worker_169,worker_55,worker_46
1904,40,Private,High-school-grad,9,Civilian spouse,Transport-moving,Husband,0,50,Male,White,-1,2,3,3,4,2,3,3,2,4,3,2,worker_235,worker_520,worker_169,worker_479,worker_563,worker_333,worker_640,worker_399,worker_646,worker_421,worker_56
1905,34,Private,High-school-grad,9,Civilian spouse,Craft-repair,Husband,0,40,Male,White,-1,2,3,4,3,1,1,2,2,3,3,3,worker_266,worker_253,worker_306,worker_131,worker_640,worker_243,worker_646,worker_367,worker_570,worker_421,worker_479
1906,25,Private,Bachelors,13,Civilian spouse,Sales,Wife,0,45,Female,White,-1,3,2,2,3,2,3,1,2,4,3,2,worker_203,worker_171,worker_253,worker_202,worker_120,worker_490,worker_173,worker_55,worker_141,worker_605,worker_640
1907,50,Private,Some-college,10,Civilian spouse,Sales,Husband,0,60,Male,White,-1,3,4,2,2,2,2,3,2,2,4,3,worker_640,worker_597,worker_280,worker_292,worker_571,worker_237,worker_395,worker_168,worker_542,worker_351,worker_409
1908,28,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,0,40,Female,White,-1,3,1,3,4,3,4,2,2,2,3,2,worker_479,worker_592,worker_542,worker_256,worker_640,worker_316,worker_253,worker_563,worker_646,worker_96,worker_175
1909,37,Private,Some-college,10,Separated,Handlers-cleaners,Not-in-family,0,35,Male,Black,-1,2,1,2,2,3,2,4,1,2,3,2,worker_640,worker_651,worker_534,worker_96,worker_253,worker_639,worker_219,worker_571,worker_292,worker_210,worker_479
1910,32,Private,Assoc-voc,11,Civilian spouse,Adm-clerical,Wife,0,45,Female,White,-1,2,3,2,3,2,3,3,2,2,3,3,worker_640,worker_33,worker_531,worker_16,worker_392,worker_169,worker_200,worker_646,worker_93,worker_109,worker_21
1911,36,Local-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,0,40,Female,Black,-1,3,4,3,3,1,4,4,2,3,3,3,worker_640,worker_103,worker_122,worker_396,worker_571,worker_303,worker_181,worker_119,worker_96,worker_9,worker_253
1912,38,Private,Some-college,10,Widowed,Adm-clerical,Unmarried,0,40,Female,Black,-1,2,2,1,2,3,2,1,3,2,3,2,worker_563,worker_479,worker_209,worker_89,worker_379,worker_202,worker_571,worker_22,worker_623,worker_291,worker_640
1913,43,Private,High-school-grad,9,Civilian spouse,Adm-clerical,Husband,0,40,Male,White,-1,2,2,3,3,1,3,1,2,3,3,1,worker_537,worker_169,worker_628,worker_646,worker_349,worker_483,worker_640,worker_254,worker_532,worker_363,worker_154
1914,43,Self-employed (inc.),High-school-grad,9,Civilian spouse,Craft-repair,Husband,0,60,Male,White,-1,3,1,2,2,3,2,2,3,2,3,2,worker_40,worker_616,worker_439,worker_129,worker_613,worker_164,worker_337,worker_289,worker_81,worker_500,worker_640
1915,31,Private,Masters,14,Divorced,Exec-managerial,Not-in-family,0,40,Female,White,-1,3,4,2,3,3,2,3,4,4,2,4,worker_243,worker_472,worker_388,worker_85,worker_640,worker_198,worker_646,worker_421,worker_286,worker_253,worker_479
